Assembly_Accession,Taxonomy,SNOR_presence,SNOR_copies
GCA_030512305.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Cercophora;Cercophora samala,TRUE,1
GCF_000149645.3,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus fischeri,TRUE,1
GCF_000143535.2,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis cinerea,TRUE,1
GCF_014117465.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus flavus,TRUE,1
GCA_030247845.1,Fungi;Ascomycota;Dothideomycetes;NA;NA;Coniosporium;Coniosporium tulheliwenetii,TRUE,2
GCA_012656285.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus fumigatiaffinis,TRUE,1
GCF_000149615.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus terreus,TRUE,1
GCA_038497665.1,Fungi;Ascomycota;Lipomycetes;Lipomycetales;Lipomycetaceae;Lipomyces;Lipomyces kononenkoae,TRUE,1
GCF_000002715.2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus clavatus,TRUE,1
GCA_029747585.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus djamor,TRUE,4
GCA_022478985.1,Fungi;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Entomophthoraceae;Massospora;Massospora cicadina,FALSE,0
GCF_000835505.1,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala xenobiotica,TRUE,1
GCA_029531795.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;Sclerotinia nivalis,TRUE,1
GCA_016508695.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyphodiscaceae;Hyphodiscus;Hyphodiscus hymeniophilus,TRUE,1
GCA_003795315.1,Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Valsa;Valsa malicola,TRUE,1
GCA_009193465.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus avenaceus,TRUE,1
GCF_028826855.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium coprophilum,TRUE,1
GCF_016767815.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium digitatum,TRUE,1
GCF_028827405.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium crustosum,TRUE,1
GCF_000182925.2,Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora crassa,TRUE,1
GCF_014636115.1,Fungi;Ascomycota;Pichiomycetes;Serinales;Metschnikowiaceae;Clavispora;Clavispora lusitaniae,TRUE,1
GCA_014904855.1,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephora;Thelephora ganbajun,TRUE,1
GCA_024663395.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Pisolithaceae;Pisolithus;Pisolithus tinctorius,TRUE,1
GCA_022496185.1,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Multifurca;Multifurca ochricompacta,TRUE,1
GCF_009556855.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces marneffei,TRUE,1
GCF_038497915.1,Fungi;Ascomycota;Lipomycetes;Lipomycetales;Lipomycetaceae;Lipomyces;Lipomyces doorenjongii,TRUE,1
GCA_003260565.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Monilinia;Monilinia fructigena,TRUE,1
GCA_003614705.1,Fungi;Chytridiomycota;Chytridiomycetes;NA;NA;Blyttiomyces;Blyttiomyces helicus,TRUE,1
GCA_010093605.1,Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Lophium;Lophium mytilinum,TRUE,1
GCF_010094035.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Trematosphaeriaceae;Trematosphaeria;Trematosphaeria pertusa,TRUE,1
GCA_022497145.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Rostrohypoxylon;Rostrohypoxylon terebratum,TRUE,1
GCA_001636715.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ascosphaeraceae;Ascosphaera;Ascosphaera apis,TRUE,1
GCA_020726485.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Tricladiaceae;Halenospora;Halenospora varia,TRUE,1
GCF_001481775.2,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma gamsii,TRUE,1
GCA_036780745.1,Fungi;Microsporidia;NA;NA;Nosematidae;Vairimorpha;Vairimorpha bombi,FALSE,0
GCA_004337975.1,Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Pyriculariaceae;Pyricularia;Pyricularia sp. CBS 133598,TRUE,1
GCA_028011325.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Lentinula;Lentinula lateritia,TRUE,1
GCA_020746995.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Plectosphaerella;Plectosphaerella cucumerina,TRUE,1
GCA_027579375.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia aciculifera,TRUE,1
GCA_027579525.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia furcata,FALSE,0
GCA_027575805.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Mycoemilia;Mycoemilia scoparia,TRUE,1
GCA_045784785.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus heterothallicus,TRUE,1
GCF_024521655.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Durotheca;Durotheca rogersii,TRUE,1
GCA_030052745.1,Fungi;Ascomycota;Sordariomycetes;Calosphaeriales;Pleurostomataceae;Pleurostoma;Pleurostoma richardsiae,TRUE,1
GCA_017311285.1,Fungi;Ascomycota;Pneumocystomycetes;Pneumocystales;Pneumocystaceae;Pneumocystis;Pneumocystis oryctolagi,FALSE,0
GCA_003182015.1,Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber magnatum,TRUE,1
GCF_013402915.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora;Zygotorulaspora mrakii,TRUE,1
GCA_022495235.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria curta,TRUE,1
GCF_000181695.2,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia globosa,TRUE,1
GCA_013396295.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium heterosporum,TRUE,1
GCF_000167675.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma reesei,TRUE,1
GCF_024521635.1,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Tricharina;Tricharina praecox,TRUE,1
GCA_040367835.1,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor;Mucor flavus,TRUE,1
GCF_037102585.1,Fungi;Ascomycota;Saccharomycetes;Ascoideales;Saccharomycopsidaceae;Saccharomycopsis;Saccharomycopsis crataegensis,TRUE,1
GCF_000003125.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces stipitatus,TRUE,1
GCA_023646325.1,Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Teloschistes;Teloschistes flavicans,TRUE,1
GCA_002980475.2,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium beomiforme,TRUE,1
GCF_000150115.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Histoplasma;Histoplasma capsulatum,TRUE,1
GCA_003550325.1,Fungi;Mucoromycota;Glomeromycetes;Diversisporales;Gigasporaceae;Gigaspora;Gigaspora rosea,TRUE,1
GCF_003171515.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Pyrenophora;Pyrenophora tritici-repentis,TRUE,1
GCA_002901185.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Tolypocladium;Tolypocladium capitatum,TRUE,1
GCF_002926055.2,Fungi;Ascomycota;Pichiomycetes;Serinales;Metschnikowiaceae;Candidozyma;Candidozyma haemuli,TRUE,1
GCA_019669835.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Amylocarpus;Amylocarpus encephaloides,TRUE,1
GCA_935541525.1,Fungi;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Kurtzmaniella;[Candida] railenensis,TRUE,1
GCF_002251995.1,Fungi;Ascomycota;Dipodascomycetes;Dipodascales;Trichomonascaceae;Wickerhamiella;Wickerhamiella sorbophila,FALSE,0
GCF_038497815.1,Fungi;Ascomycota;Lipomycetes;Lipomycetales;Lipomycetaceae;Lipomyces;Lipomyces oligophaga,TRUE,1
GCA_026023815.1,Fungi;Ascomycota;Candelariomycetes;Candelariales;Candelariaceae;Candelaria;Candelaria pacifica,TRUE,1
GCA_027627215.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Lecanicillium;Lecanicillium saksenae,TRUE,2
GCA_045784725.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus insuetus,TRUE,1
GCF_010093815.1,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Pseudovirgaria;Pseudovirgaria hyperparasitica,TRUE,1
GCA_015178995.1,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Trichophaea;Trichophaea hybrida,TRUE,1
GCA_036872735.1,Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Orbilia;Orbilia javanica,TRUE,1
GCA_036971715.1,Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Arthrobotrys;Arthrobotrys musiformis,TRUE,1
GCA_026184415.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;Trichothecium;Trichothecium roseum,TRUE,1
GCA_030435635.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;Armillaria borealis,TRUE,1
GCA_026008595.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Lyophyllum;Lyophyllum shimeji,TRUE,1
GCA_022495065.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria telfairii,TRUE,1
GCA_019702505.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria panax,TRUE,1
GCA_002850765.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus taichungensis,TRUE,1
GCF_014133895.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora globosa,TRUE,1
GCA_900079185.1,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Cunninghamellaceae;Absidia;Absidia glauca,TRUE,2
GCF_041956525.1,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;Rhizomucor;Rhizomucor pusillus,TRUE,1
GCA_013396175.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium denticulatum,TRUE,1
GCA_025605225.1,Fungi;Ascomycota;Dipodascomycetes;Dipodascales;Dipodascaceae;Geotrichum;Geotrichum bryndzae,TRUE,1
GCF_016758785.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus bovinus,TRUE,1
GCA_016758765.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus cothurnatus,TRUE,1
GCA_016628065.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus lakei,TRUE,1
GCF_016628075.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus paluster,TRUE,1
GCA_016628565.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus placidus,TRUE,1
GCF_016647625.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus subalutaceus,TRUE,1
GCF_016647635.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus subaureus,TRUE,1
GCA_016647685.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus tomentosus,TRUE,1
GCA_028827385.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium freii,TRUE,1
GCA_036429605.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Cladobotryum;Cladobotryum mycophilum,TRUE,1
GCF_001761485.1,Fungi;Ascomycota;Dipodascomycetes;Dipodascales;NA;Yarrowia;Yarrowia lipolytica,TRUE,1
GCA_018397855.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;Boletus reticuloceps,TRUE,1
GCF_023343755.2,Fungi;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida;Candida oxycetoniae,TRUE,1
GCF_024610245.1,Fungi;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida;Candida pseudojiufengensis,TRUE,1
GCA_024516215.1,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Geopyxis;Geopyxis carbonaria,TRUE,1
GCA_007735645.1,Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;Venturia;Venturia effusa,TRUE,1
GCA_030435815.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Sarocladiaceae;Sarocladium;Sarocladium strictum,TRUE,1
GCF_028827555.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium brevicompactum,TRUE,1
GCF_028827155.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium citrinum,TRUE,2
GCF_001561935.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium griseofulvum,TRUE,1
GCF_015533775.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium roqueforti,TRUE,1
GCF_041956765.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Thermoascus;Thermoascus crustaceus,TRUE,1
GCA_016748015.1,Fungi;Mucoromycota;Glomeromycetes;Archaeosporales;Geosiphonaceae;Geosiphon;Geosiphon pyriformis,TRUE,1
GCA_004355085.1,Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Rickenellaceae;Rickenella;Rickenella mellea,FALSE,0
GCF_000184455.2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus oryzae,TRUE,1
GCF_033870435.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Sordaria;Sordaria macrospora,TRUE,1
GCA_024244195.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ascosphaeraceae;Ascosphaera;Ascosphaera aggregata,TRUE,1
GCA_024244595.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ascosphaeraceae;Ascosphaera;Ascosphaera atra,TRUE,1
GCA_033439685.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Apodospora;Apodospora peruviana,TRUE,1
GCA_023646255.1,Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Caloplaca;Caloplaca aetnensis,TRUE,1
GCA_022606255.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes;Trametes meyenii,TRUE,1
GCA_022606155.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes;Trametes elegans,TRUE,1
GCF_014466165.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus ostreatus,TRUE,1
GCF_021015755.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Lentinula;Lentinula edodes,TRUE,1
GCF_000150975.2,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Nannizzia;Nannizzia gypsea,TRUE,1
GCF_004011695.2,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Ascochyta;Ascochyta rabiei,TRUE,1
GCA_030867225.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum caudatum,TRUE,1
GCF_014235925.2,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum truncatum,TRUE,1
GCA_004786275.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botryotinia;Botryotinia convoluta,TRUE,1
GCF_010111755.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces;Nakaseomyces glabratus,TRUE,1
GCF_008704595.1,Fungi;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Diutina;Diutina rugosa,TRUE,1
GCA_026745475.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Microdochiaceae;Microdochium;Microdochium nivale,TRUE,1
GCF_000151145.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Microsporum;Microsporum canis,TRUE,1
GCF_000142805.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;Lachancea thermotolerans,TRUE,1
GCF_000151425.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Trichophyton;Trichophyton rubrum,TRUE,1
GCA_000151175.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Trichophyton;Trichophyton equinum,TRUE,1
GCF_019202705.1,Fungi;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Spathaspora;[Candida] subhashii,TRUE,1
GCA_040366295.1,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Helicostylum;Helicostylum pulchrum,TRUE,1
GCA_015956445.1,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephora;Thelephora terrestris,TRUE,1
GCA_000412225.2,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium;[Ashbya] aceris (nom. inval.),FALSE,0
GCF_023758015.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria viburni,TRUE,1
GCA_038497805.1,Fungi;Ascomycota;Lipomycetes;Lipomycetales;Lipomycetaceae;Lipomyces;Lipomyces mesembrius,TRUE,1
GCF_000835495.1,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora immunda,TRUE,4
GCA_025528855.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes;Trametes punicea,TRUE,1
GCA_035926095.1,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Elasticomyces;Elasticomyces elasticus,TRUE,1
GCF_010093595.1,Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Mytilinidion;Mytilinidion resinicola,TRUE,1
GCA_022385765.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes;Trametes cingulata,TRUE,1
GCA_900073065.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Mollisiaceae;Phialocephala;Phialocephala subalpina,TRUE,1
GCA_010093515.1,Fungi;Ascomycota;Dothideomycetes;Lineolatales;Lineolataceae;Lineolata;Lineolata rhizophorae,TRUE,1
GCF_000226115.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thermothielavioides;Thermothielavioides terrestris,TRUE,1
GCA_040437605.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;Marasmius crinis-equi,FALSE,0
GCA_033576145.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Podosporaceae;Cladorrhinum;Cladorrhinum samala,TRUE,1
GCF_026210795.1,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus irregularis,TRUE,1
GCF_033458365.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora hispaniola,TRUE,1
GCA_042370955.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Sodiomyces;Sodiomyces alcalophilus,TRUE,1
GCA_911693285.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Hymenoscyphus;Hymenoscyphus albidus,TRUE,1
GCA_900010015.1,Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber aestivum,TRUE,1
GCF_038021145.1,Fungi;Ascomycota;Dothideomycetes;Botryosphaeriales;Phyllostictaceae;Phyllosticta;Phyllosticta citriasiana,TRUE,1
GCF_000313525.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Fibroporiaceae;Fibroporia;Fibroporia radiculosa,TRUE,1
GCA_028828185.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium viridicatum,TRUE,1
GCF_028829755.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium solitum,TRUE,1
GCA_911456355.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium nalgiovense,TRUE,1
GCA_030039265.1,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia cerealis,TRUE,1
GCA_009299455.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Monilinia;Monilinia laxa,TRUE,2
GCA_020744515.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium tricinctum,TRUE,1
GCA_025201845.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Martensiomyces;Martensiomyces pterosporus,TRUE,1
GCF_009193585.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus caelatus,TRUE,1
GCA_024516245.1,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Peziza;Peziza echinospora,TRUE,1
GCF_000223485.1,Fungi;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Spathaspora;Spathaspora passalidarum,TRUE,1
GCA_003611235.1,Fungi;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Golovinomyces;Golovinomyces cichoracearum,TRUE,1
GCA_026210745.1,Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;Exobasidiaceae;Exobasidium;Exobasidium rhododendri,TRUE,1
GCF_028974085.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium chermesinum,TRUE,1
GCA_030407065.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;Armillaria nabsnona,TRUE,1
GCF_000027005.1,Fungi;Ascomycota;Pichiomycetes;Pichiales;Pichiaceae;Komagataella;Komagataella phaffii,FALSE,0
GCF_000145635.1,Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Gaeumannomyces;Gaeumannomyces tritici,TRUE,1
GCA_000193285.1,Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Magnaporthiopsis;Magnaporthiopsis poae,TRUE,1
GCA_027604645.1,Fungi;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Allomyces;Allomyces javanicus,FALSE,0
GCF_000182565.1,Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces punctatus,TRUE,1
GCA_027596075.1,Fungi;Chytridiomycota;Chytridiomycetes;Rhizophlyctidales;Rhizophlyctidaceae;Rhizophlyctis;Rhizophlyctis rosea,TRUE,1
GCA_033807515.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Linnemannia;Linnemannia gamsii,TRUE,1
GCA_025677895.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Podila;Podila humilis,TRUE,1
GCA_016098005.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Podila;Podila minutissima,TRUE,1
GCF_002105155.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Lobosporangium;Lobosporangium transversale,TRUE,1
GCF_025331425.1,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Radiomycetaceae;Radiomyces;Radiomyces spectabilis,TRUE,1
GCA_020740775.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Ilyonectria;Ilyonectria destructans,TRUE,4
GCA_025766325.1,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Benjaminiella;Benjaminiella poitrasii,TRUE,1
GCF_025528875.1,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Mycotyphaceae;Mycotypha;Mycotypha africana,TRUE,1
GCA_016758985.1,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor;Mucor saturninus,TRUE,1
GCA_025890175.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Ciborinia;Ciborinia camelliae,TRUE,1
GCF_000004155.1,Fungi;Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;Schizosaccharomyces cryophilus,TRUE,1
GCA_020631695.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma cornu-damae,TRUE,1
GCF_000280675.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;Beauveria bassiana,TRUE,1
GCF_000187425.2,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium;Metarhizium robertsii,TRUE,2
GCF_000143105.1,Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Leptographium;Leptographium clavigerum,TRUE,1
GCA_003550305.1,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus cerebriforme,TRUE,1
GCF_013085055.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium oxysporum,TRUE,1
GCF_000151355.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium vanettenii,TRUE,1
GCF_000151125.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Trichophyton;Trichophyton benhamiae,TRUE,1
